timestamp clientname srvname delta delta_prec
1718473014.107 Samsung greater-demon 0.206738 0.075547
1718473024.245 Samsung greater-demon 0.205683 0.075390
1718473034.381 Samsung greater-demon 0.205417 0.074665
1718473044.522 Samsung greater-demon 0.206461 0.078362
1718473054.658 Samsung greater-demon 0.206168 0.075593
1718473064.799 Samsung greater-demon 0.206125 0.077285
1718473074.935 Samsung greater-demon 0.211729 0.084947
1718473085.073 Samsung greater-demon 0.207000 0.076851
1718473095.209 Samsung greater-demon 0.205238 0.073578
1718473105.349 Samsung greater-demon 0.205314 0.073095
1718473115.486 Samsung greater-demon 0.206771 0.075817
1718473125.623 Samsung greater-demon 0.203561 0.071548
1718473135.761 Samsung greater-demon 0.207184 0.076523
1718473145.898 Samsung greater-demon 0.205444 0.073365
1718473156.035 Samsung greater-demon 0.206623 0.075602
1718473166.176 Samsung greater-demon 0.206657 0.077570
1718473176.313 Samsung greater-demon 0.205561 0.074157
1718473186.45 Samsung greater-demon 0.205551 0.075493
1718473196.588 Samsung greater-demon 0.207319 0.077664
1718473206.724 Samsung greater-demon 0.205233 0.073850
1718473216.863 Samsung greater-demon 0.209032 0.080323
1718473226.999 Samsung greater-demon 0.207033 0.077031
1718473237.071 Samsung greater-demon 0.176599 0.014427
1718473247.175 Samsung greater-demon 0.188294 0.042118
1718473257.31 Samsung greater-demon 0.206399 0.076239
1718473267.447 Samsung greater-demon 0.205818 0.074609
1718473277.538 Samsung greater-demon 0.178452 0.019703
1718473287.723 Samsung greater-demon 0.230023 0.124380
1718473297.86 Samsung greater-demon 0.207007 0.076167
1718473307.998 Samsung greater-demon 0.207937 0.078439
1718473318.138 Samsung greater-demon 0.207932 0.079073
1718473328.275 Samsung greater-demon 0.206334 0.076765
1718473338.41 Samsung greater-demon 0.206532 0.075017
1718473348.551 Samsung greater-demon 0.208508 0.079733
1718473358.688 Samsung greater-demon 0.207131 0.075531
1718473368.826 Samsung greater-demon 0.205653 0.074188
1718473378.964 Samsung greater-demon 0.206770 0.076251
1718473389.102 Samsung greater-demon 0.207924 0.078746
1718473399.24 Samsung greater-demon 0.206754 0.077321
1718473409.376 Samsung greater-demon 0.206508 0.074353
1718473419.515 Samsung greater-demon 0.207795 0.078322
1718473429.651 Samsung greater-demon 0.204416 0.072187
1718473439.79 Samsung greater-demon 0.206879 0.075827
1718473449.925 Samsung greater-demon 0.205897 0.072719
1718473460.066 Samsung greater-demon 0.209695 0.082372
1718473470.204 Samsung greater-demon 0.205955 0.076013
1718473480.341 Samsung greater-demon 0.205298 0.073209
1718473490.478 Samsung greater-demon 0.206713 0.075750
1718473500.614 Samsung greater-demon 0.205927 0.073450
1718473510.752 Samsung greater-demon 0.206801 0.077151
1718473520.891 Samsung greater-demon 0.208192 0.079099
1718473531.027 Samsung greater-demon 0.205698 0.074729
1718473541.167 Samsung greater-demon 0.207284 0.077332
1718473551.289 Samsung greater-demon 0.198496 0.060029
1718473561.44 Samsung greater-demon 0.213685 0.089709
1718473571.577 Samsung greater-demon 0.207147 0.075144
1718473581.717 Samsung greater-demon 0.206897 0.075550
1718473591.855 Samsung greater-demon 0.207705 0.077718
1718473601.99 Samsung greater-demon 0.207348 0.075432
1718473612.131 Samsung greater-demon 0.208051 0.078065
1718473622.266 Samsung greater-demon 0.206297 0.074598
1718473632.405 Samsung greater-demon 0.206138 0.076454
1718473642.541 Samsung greater-demon 0.208275 0.078344
1718473652.68 Samsung greater-demon 0.206769 0.077297
1718473662.818 Samsung greater-demon 0.209598 0.079360
1718473672.955 Samsung greater-demon 0.205225 0.073806
1718473683.092 Samsung greater-demon 0.204917 0.071612
1718473693.231 Samsung greater-demon 0.207498 0.074921
1718473703.37 Samsung greater-demon 0.208754 0.078483
1718473713.506 Samsung greater-demon 0.205776 0.073790
1718473723.644 Samsung greater-demon 0.209873 0.080738
1718473733.78 Samsung greater-demon 0.207227 0.075176
1718473743.918 Samsung greater-demon 0.207423 0.075559
1718473754.057 Samsung greater-demon 0.206794 0.076055
1718473764.195 Samsung greater-demon 0.208551 0.076621
1718473774.333 Samsung greater-demon 0.206623 0.075597
1718473784.471 Samsung greater-demon 0.208288 0.077348
1718473794.609 Samsung greater-demon 0.207896 0.076115
1718473804.745 Samsung greater-demon 0.207054 0.074303
1718473814.884 Samsung greater-demon 0.207583 0.075971
1718473825.02 Samsung greater-demon 0.208405 0.075249
1718473835.159 Samsung greater-demon 0.208052 0.076330
1718473845.296 Samsung greater-demon 0.209866 0.079629
1718473855.436 Samsung greater-demon 0.208307 0.078005
1718473865.573 Samsung greater-demon 0.208388 0.076690
1718473875.708 Samsung greater-demon 0.207409 0.074453
1718473885.78 Samsung greater-demon 0.179386 0.016903
1718473895.881 Samsung greater-demon 0.191205 0.041724
1718473906.019 Samsung greater-demon 0.210426 0.080359
1718473916.156 Samsung greater-demon 0.207973 0.075092
1718473926.296 Samsung greater-demon 0.210627 0.080365
1718473936.434 Samsung greater-demon 0.207930 0.076050
1718473946.569 Samsung greater-demon 0.207465 0.073976
1718473956.709 Samsung greater-demon 0.209933 0.078837
1718473966.847 Samsung greater-demon 0.208895 0.076735
1718473976.986 Samsung greater-demon 0.208396 0.078557
